post_id,post_text,label,Race,Religion,Gender,Sexual Orientation,Miscellaneous
22387420_gab,airforce and a nigger the double whammy,1.0,1.0,0.0,0.0,0.0,0.0
16751878_gab,back on gab after another fucking coons age,1.0,1.0,0.0,0.0,0.0,0.0
1117653993294061569_twitter,i am high af on nyquil bitches how is your night,0.0,0.0,0.0,0.0,0.0,1.0
1082178414856019969_twitter,<user> did not understand it tho you going hoe,0.0,0.0,0.0,1.0,0.0,1.0
1163389040600608769_twitter,stylists letting jisung wear his black suit with a bandana on true miracle workers of our time,0.0,0.0,0.0,0.0,0.0,1.0
1122287684163076096_twitter,yeah those skyscrapers i totally recognize those from dc 🙃 me tv wonder woman,0.0,0.0,0.0,0.0,0.0,1.0
1179015901456322560_twitter,he talking bout how you wake up thinking bout crab legs you so ghetto 😭 😭 😭 bitch shut up 🥴,0.0,0.0,0.0,1.0,0.0,1.0
1179041644462534658_twitter,<user> <user> this so sick too call for this person to get raped well theres something call karma,0.0,0.0,0.0,1.0,0.0,1.0
1178817544720924672_twitter,taking your kids to school in a dressing gown is a bit like prince harry being raped by arnold schwarzenegger,0.0,0.0,0.0,0.0,0.0,1.0
25108940_gab,does not look like an anglo saxon to me fucking piece of nigger shit he will feel right at home in jail he dindu nuffin,1.0,1.0,0.0,0.0,0.0,0.0
1186076005787717633_twitter,these niggas ungrateful,0.0,0.0,0.0,0.0,0.0,1.0
1163091706406981633_twitter,them pearly whites tho years of cleaning 😤,0.0,0.0,0.0,0.0,0.0,1.0
1117261716813778945_twitter,someone should tell them i scraped my ass out of the gutter got some on my shaikh still,0.0,0.0,0.0,0.0,0.0,1.0
1139145950922887169_twitter,yesterday <number> hour float turned in to an <number> hour epic log jam city and a thick black cloud of mosquitoes,0.0,0.0,0.0,0.0,0.0,1.0
6874145_gab,<user> this is for you lol fgm is a cunning stunt muzzrats pull to close a stunning cunt muslim haikus haikus,1.0,0.0,1.0,1.0,0.0,0.0
1178094473064177664_twitter,<user> i damn sholl wasn t lining my baby hairs up 😂,0.0,0.0,0.0,0.0,0.0,1.0
1179020778601250817_twitter,<user> these screenshots show the aftermath of something whers the full convo,0.0,0.0,0.0,0.0,0.0,1.0
1178755107552411649_twitter,<user> murderous muslims and jihadis raped and murdered kashmiri pandits you watched from the sidelines and encouraged the cleansing gandhi slept naked with young women and found ways to get hindus butchered deal with it,0.0,0.0,1.0,0.0,0.0,1.0
5865200_gab,fat female scouts queers abound fuck em a new day has dawned,1.0,0.0,0.0,1.0,0.0,0.0
22247965_gab,most people have no clue what love is and use for anything i love my cat love means wanting the best for someone and using the word in reference to queers and trans is totally offensive,0.0,0.0,0.0,0.0,0.0,1.0
15539701_gab,the manager picked out the fly and said it was rubber he then said just another kike trick then he threw me out i did not deserve that,1.0,0.0,1.0,0.0,0.0,1.0
1179050016616468481_twitter,<user> please do not kill yourself 😔,0.0,0.0,0.0,0.0,0.0,1.0
18231131_gab,just promise me this even if i am <number> years old stink shit my pants and am dying from ball cancer do not put my brain in a nigger body plz,1.0,1.0,0.0,0.0,0.0,0.0
13664763_gab,omg i hope she gets charged for felony vandalism for leaving a dead nigger in that hotel room 😳,1.0,1.0,0.0,0.0,0.0,0.0
1179040639541022720_twitter,sitting in a crowd slowly shitting my pants and blaming the retard next to me,0.0,0.0,0.0,0.0,0.0,1.0
1179075554693255176_twitter,how come in every spanish class there that one white person who thinks they know everything,0.0,0.0,0.0,0.0,0.0,1.0
1178856998202331137_twitter,<user> i fucking hate you come home tho,0.0,0.0,0.0,0.0,0.0,1.0
1179011795673071619_twitter,<user> wa alaykum essallam yeah lmfao i just said that cuz some ppl think that all arabs are muslims,0.0,0.0,0.0,0.0,0.0,1.0
2237880_gab,notice how the bbc split the immigration figure up so it appears less than <number> maybe they can also split it so it shows number of moslem fanatics came in,1.0,0.0,1.0,0.0,0.0,0.0
27816916_gab,libtards are in denial that there is a mass global migration happening they have learned taqiyya quite well from their moslem overlords,1.0,0.0,1.0,0.0,0.0,0.0
26226915_gab,judge naomi reice buchwald no government official — including the president — is above the law and all government officials are presumed to follow the law as has been declared the judge said did not that same kike rule that sambo was above the law,1.0,0.0,1.0,0.0,0.0,0.0
21546923_gab,any urgent questions in parliament today about telford do not be such nervous nelly paki moslem child rape gangs are just part parcel etc etc,1.0,0.0,1.0,0.0,0.0,0.0
1181124042721378304_twitter,the film is dark the cinematography was insane joaquin phoenix is crazy 💯,0.0,0.0,0.0,0.0,0.0,1.0
1091344265152774145_twitter,ntn funnier when yall jewse yall followers than start subtweeting them,0.0,0.0,0.0,0.0,0.0,1.0
6081960_gab,it is a fictional story about a mudshark vanessa her absent black husband obi o konkwo and her rogue piccaninny child jiglet it is based on real life events and characters written in the style of the janet and john books of the 6 0,1.0,1.0,1.0,1.0,1.0,1.0
17363428_gab,jews lie niggers steal and rape spic women can not stop shitting out babies and birds have beaks,1.0,1.0,1.0,1.0,0.0,0.0
1179044096146640896_twitter,<user> <user> <user> <user> <user> <user> should not be that hard to recruit do you wanna end your career competing for sbs be a no doubt hofer or do you wanna run a bunch of routes kill yourself trying to catch balls from andy,0.0,0.0,0.0,0.0,0.0,1.0
1179071827571818501_twitter,<user> i am reminded of the end to the f the police song the jury has found you guilty of being a redneck white bread chickens hit motherfucker,0.0,1.0,0.0,0.0,0.0,1.0
1178636923113529345_twitter,<user> whats next this guy calls the nhl full of white supremacists,0.0,0.0,0.0,0.0,0.0,1.0
1178984043678814209_twitter,<user> <user> <user> white people have much longer life expectancy than blacks and black on black homicide is the leading cause of death for black people so i am not too concerned about whites dying off because blacks are killing off each other,0.0,1.0,0.0,0.0,0.0,1.0
1178648036261728257_twitter,so the new season of orange is the new white supremacy is a fucking mess master race ha more like disaster race,0.0,0.0,0.0,0.0,0.0,1.0
1179045399589462016_twitter,<user> <user> <user> <user> <user> <user> <user> <user> <user> i was saying you are a racist it right there in black in white idk what so hard about that i mean if you want to deny black reviewers their right to count have at it,0.0,0.0,0.0,0.0,0.0,1.0
13147452_gab,proof of racial discrimination <user> reported a niglet arrested for doing it to a 6 month old,1.0,1.0,0.0,0.0,0.0,0.0
15078260_gab,so pollocks the only ones fighting the muzzies at present in the eu do not count the polish casualties were around <number> dead and <number> captured,1.0,0.0,1.0,0.0,0.0,0.0
1621695_gab,<user> it de blasio a libtard illegal and moslem supporter,1.0,0.0,1.0,0.0,0.0,0.0
19366131_gab,they are lavender not purple you blurry eyed drunken shitskin faggot,1.0,0.0,0.0,0.0,0.0,0.0
11138997_gab,schiff is a kike and he also pretty much always wrong turn him off he will just cost you coin,1.0,0.0,1.0,0.0,0.0,0.0
13987289_gab,soon mudsharks will start being afraid to walk the streets good we need more mudshark shaming and ass kicking,1.0,1.0,1.0,1.0,0.0,0.0
12869125_gab,what more likely an old white man shoots up a music festival attended by mainly white people because he does not like the music or submissive man radicalized by his domineering moslem wife,0.0,0.0,0.0,0.0,0.0,1.0
11549132_gab,yeah i dont mind chinks they need to stay in chink land though to many coming to my country,1.0,0.0,0.0,0.0,0.0,0.0
1178897834881499136_twitter,sad nigga hours,0.0,0.0,0.0,0.0,0.0,1.0
1179042873209233408_twitter,towson parking is ghetto asf,0.0,0.0,0.0,0.0,0.0,1.0
1178902421625610240_twitter,remember how we talked about people who tweet in all caps too often are fucking insane and sound dumb as shit well we have one of them in the white house tweeting like that,0.0,0.0,0.0,0.0,0.0,1.0
1177359479794524162_twitter,classifying and judging people promotes violence non violent communication ahimsa,0.0,0.0,0.0,0.0,0.0,1.0
1178851695616499712_twitter,i will humble a nigga quick you that nigga to them hoes not me lol,0.0,0.0,0.0,1.0,0.0,1.0
24120677_gab,the russians buying that and purging all the blue haired dykes was glorious that may well be the genesis of the russian bot narrative,1.0,0.0,0.0,0.0,0.0,1.0
1178957483689336833_twitter,<user> i am thinking of it as niggas who are into skateboarding and punk rock as well as coconuts,0.0,0.0,0.0,0.0,0.0,1.0
1178813519921373185_twitter,im sorry i do not usually get involved but you are a disgusting human being and i fucking hate you putting other people down because of your shitty mistakes,0.0,0.0,0.0,0.0,0.0,1.0
1179079442611818496_twitter,far too often a white person challenges my intelligence that shit drives me insane,0.0,0.0,0.0,0.0,0.0,1.0
1179041200294244352_twitter,<user> hate you,0.0,0.0,0.0,0.0,0.0,1.0
11620161_gab,oh hey it nigger dick hi nigger dick you still sharing your expertise on all things nigger dick with all of gab nice see ya around nigger dick,1.0,1.0,0.0,1.0,0.0,0.0
18573517_gab,honestly i will go along with muslims remaining in usa long enough to kill off a whole slew of faggots then maybe just maybe the queers will stop fighting for islam and join the patriots in expelling the whole godless filthy bunch that godless part directed at muslims not the godless queers,1.0,0.0,1.0,0.0,0.0,0.0
1179028889265418240_twitter,<user> i am white 👍 🏼 fiancé is not in all seriousness the all blacks vs all white unis in the all black stadium would look beautiful,0.0,0.0,0.0,0.0,0.0,1.0
11959883_gab,just had a talk with my dog and he agrees if a moslem or any other assorted brown person comes to a white country and has a bad time he can go back to his land where do we go when we have had enough of them,1.0,0.0,1.0,0.0,0.0,1.0
12419643_gab,well if we did not have moslem kids in this country who parents would strap a bomb to we would not have to worry about this moslems ruin everything,1.0,0.0,1.0,0.0,0.0,0.0
11123890_gab,thanks <number> john deere black lives have not mattered for a long time super ultra nigger <number>,1.0,1.0,0.0,0.0,0.0,0.0
9941154_gab,dog backwards is god muslimes do not have dogs therefore muslimes have no god,1.0,0.0,1.0,0.0,0.0,0.0
16008449_gab,so this pedophile worshiping goat raping sand nigger does his jihadi terrorism and the nyc council are scrambling to line up to suck his dick and give him a job offering and nyc retards can not understand why the rest of the country hates their guts that nigger should have been strung up hours ago,1.0,0.0,1.0,0.0,0.0,0.0
24221461_gab,not surprised the shiksa bitch is a yid,1.0,0.0,1.0,1.0,0.0,0.0
11454085_gab,a woke fellow at the gas station said if they put that ugly sheboon harriet tubman on the <money> then i will have to take my sharpie and x out her face on every <money> i ever have in my possession harriet tubman,1.0,1.0,0.0,1.0,0.0,0.0
19824295_gab,our government flooded us with shitlam not tommy,1.0,0.0,1.0,0.0,0.0,0.0
16678502_gab,schmidt will just be replaced with some other yid from the globo homo elite,1.0,0.0,1.0,0.0,0.0,0.0
1177524031412744193_twitter,<user> <user> he loves the grey pays and loves the faggots,0.0,0.0,0.0,0.0,0.0,1.0
1178748203149271041_twitter,<user> they white asses be built for that,0.0,0.0,0.0,0.0,0.0,1.0
1178966950283812865_twitter,<user> <user> <user> i would have thought it hyperbole a few years ago too but now we got tons of white terfs trying to tie trans people to antisemitic conspiracy theories while linking with self identified nazis assorted far right groups they all left their masks back in <number>,0.0,0.0,0.0,0.0,0.0,1.0
1179053925766434816_twitter,<user> <user> i mean sure he raped women publicly received oral but stand by your man amirite,0.0,0.0,0.0,1.0,0.0,1.0
21246216_gab,kangs this is nigger culture,1.0,1.0,0.0,0.0,0.0,0.0
1178669378700812294_twitter,<user> where your ravens stuff trash ass niggers,1.0,1.0,0.0,0.0,0.0,0.0
1179086916114714625_twitter,<user> read the koran its not allowed for muzzie to convert,1.0,0.0,1.0,0.0,0.0,0.0
1178726027239014402_twitter,<user> i think they shoulda left the palestine vs yemen outta their stupidness end of the day both them and the many muzzie countries need our attention so disgusting they made them seem like opposing ends,1.0,0.0,1.0,0.0,0.0,0.0
1178658151685611521_twitter,<user> another muzzie sticks his camel in american business,1.0,0.0,1.0,0.0,0.0,0.0
1179051140526346240_twitter,<user> so many meat heads,0.0,0.0,0.0,0.0,0.0,1.0
11981423_gab,fuck me i have fallen for yet another kike merry go round of circular non arguments about the holohoax a death accountant you are right you are not you are a dumb cunt now fuck off off my timeline with your horse shit,1.0,0.0,1.0,0.0,0.0,0.0
24958450_gab,idk we need our own internet and need to trash this whole system if gab is the zenith then the whole thing is still kike bullshit <user> ‍,1.0,0.0,1.0,0.0,0.0,0.0
27318507_gab,lmfao i have trs guys emailing me threats and shit had anglin in a chat stream once and i roasted him why are the kike kissers so worried about little ol me dude enoch is a kike get over it i am shaking in my boots over these threats faggot,1.0,0.0,1.0,0.0,0.0,0.0
12770966_gab,no she really loved the ugly nigger lol,1.0,1.0,0.0,0.0,0.0,0.0
9237072_gab,looking forward to fag and dyke pride month being over with,1.0,0.0,0.0,0.0,0.0,0.0
11787996_gab,just a reminder that whites were not the first slaveholders — it was the moslems the slavs were the first slaves during the moslem invasion of europe,1.0,0.0,1.0,0.0,0.0,1.0
11225265_gab,i bet they will have a moslem by next school year and moments of silence will replace all prayers what kind of a catholic school will that be when their own mission statement does not have the word catholic in it war is coming thank you god,1.0,0.0,1.0,0.0,0.0,1.0
15637257_gab,some nigger that played in the nfl,1.0,1.0,0.0,0.0,0.0,0.0
13543989_gab,gotta keep some beaners in texas texmex is not shit like mexican is,1.0,1.0,0.0,0.0,0.0,0.0
1082113625450528768_twitter,rt lanadelgayvotes rt jesscloth mtv hottest lana del rey,0.0,0.0,0.0,0.0,0.0,1.0
1177683220273487875_twitter,men lie women lie numbers do not,0.0,0.0,0.0,0.0,0.0,1.0
17397697_gab,how many in percentage form jews niggers mexicans muzzies or dot heads vote for less government intrusion and less government services,1.0,1.0,1.0,0.0,0.0,0.0
15610807_gab,do you understand the morning after pill do you understand the prevention of fertilization or do you think when a muzzie rapes a woman it really cool that she should have to live with that because it a life,1.0,0.0,1.0,0.0,0.0,0.0
9243298_gab,nigger ricans too,1.0,1.0,0.0,0.0,0.0,0.0
4406976_gab,<user> yeah well i could not listen to this cernolispy kike fag for more than 5 sec,1.0,0.0,1.0,0.0,0.0,0.0
20710599_gab,it funny how those coons drop straight to the ground if you punch em in just the right place,1.0,1.0,0.0,0.0,0.0,0.0
1178700179257614337_twitter,still the same nigga i am evolving doe,0.0,0.0,0.0,0.0,0.0,1.0
1178907417305845760_twitter,go ona bitch page and you see her her boo ight click the nigga page and crickets cold world 💀,0.0,1.0,0.0,0.0,0.0,1.0
20973633_gab,jesus would never need a gun to kill you with the grids will suffice and he would never listen to coon tunes other than that cool dream hope it works out for ya,1.0,1.0,0.0,0.0,0.0,0.0
1179093930551328768_twitter,<user> a hindu refugee is different from a muslim refugee because a hindu looks at india as his saviour the only majority hindu country in the world where as there are umpteen muslim and christian countries in the world for a muslim,0.0,0.0,0.0,0.0,0.0,1.0
1178736661297057793_twitter,i feel like dealing with us dykes or studs is difficult 😭,0.0,0.0,0.0,0.0,0.0,1.0
1178799213158600704_twitter,<user> that white kid is why we have active shooters just look at him when they pull away the porch monkey it on,0.0,0.0,0.0,0.0,0.0,1.0
1178848666423037954_twitter,<user> <user> well yeah law of averages dictates that something like that would occur more often than not however the rallies are full of white people of course i am not calling them white supremacists i do not know them,0.0,0.0,0.0,0.0,0.0,1.0
1179051003603107841_twitter,<user> <user> hosts of netflix queer eye reboot they are gay dudes who give lifestyle advice to regular people on tv,0.0,0.0,0.0,0.0,0.0,1.0
27088183_gab,one time i went to chicago and there was a homeless nigger railing on about jews should we support him why or why not,1.0,1.0,1.0,0.0,0.0,0.0
1179064553495257088_twitter,<user> if you do not listen to fleet foxes fuck you i fucking hate you,0.0,0.0,0.0,0.0,0.0,1.0
1178488599001604098_twitter,young hennessy bitch can not versace niggers,0.0,1.0,0.0,1.0,0.0,1.0
1178321642650587137_twitter,<user> people like you are supposed to be in the streets protesting and fighting for your rights coward wignats dindu nuffin ever except cry,1.0,1.0,0.0,0.0,0.0,1.0
1178454017523027969_twitter,did you all know illegal immigrants and la will not get their car impounded if caught without proper documentation meanwhile my black ass first time going to jail was because the cop white girl claimed my liscence was suspended despite me having court documents showing it wasn t,0.0,0.0,0.0,0.0,0.0,1.0
15451081_gab,are not you late for watching your wife getting gang banged by nigger apes you race traitor cuck a war is coming asshole,1.0,1.0,0.0,0.0,0.0,0.0
1178858529370857474_twitter,destroy the niggers and the niggers the n ice people,1.0,1.0,0.0,0.0,0.0,0.0
1179099950845698048_twitter,<user> hates that he is part white so bad he can not not stand white people deep seething hatred burns inside him everyone white personal has an agenda against blacks love hearing him get heated and upset what a nasty prejudice,0.0,0.0,0.0,0.0,0.0,1.0
1179064141832691717_twitter,<user> go tell any southern racist redneck he actually a democrat and see what happens i dare you,0.0,0.0,0.0,0.0,0.0,1.0
17428728_gab,it would really break my heart to see that nigger come out of the hospital with a vicious staph infection,0.0,1.0,0.0,0.0,0.0,1.0
13385286_gab,she is referring to the de niro projects financed for or by kike rapist harvey weinstein it helps if you took english reading classes dummy,1.0,0.0,1.0,0.0,0.0,0.0
3337900_gab,i am tired of when black people are well spoken and act intelligent other black people say stop acting white it not acting white it acting intelligent because they are intelligent stop bitching about oppression and calling others coons for trying to do better in life,1.0,1.0,0.0,0.0,0.0,1.0
1179090584771780608_twitter,i fucking hate lean in it puts the whole burden on the women to fix the system and take one for the sisterhood that is wrong <user> hr tech conf,0.0,0.0,0.0,0.0,0.0,1.0
1179091164432986114_twitter,<user> i fucking hate you 😂,0.0,0.0,0.0,0.0,0.0,1.0
19603164_gab,maybe they could employ a local moslem instead,0.0,0.0,0.0,0.0,0.0,1.0
17511383_gab,saw a pair of bull dykes while shopping today i lol d at them,1.0,0.0,0.0,0.0,0.0,0.0
1179060921219444737_twitter,<user> <user> <user> 😂 ya u give him chocolate and send him home he will be sent again with same mindset because deep down someone jihadi mindest told him ur fighting for azzadi such a shame brainwashing child for these things they just detain them simple,0.0,0.0,0.0,0.0,0.0,1.0
1179043724220780550_twitter,dumbest decision i have ever had was to buy a white suede shoes,0.0,0.0,0.0,0.0,0.0,1.0
26820144_gab,most uncomfortable with trump kike connection hell his grandchildren are jews not good,1.0,0.0,1.0,0.0,0.0,0.0
1179026590581194753_twitter,hell yea bitch dis go hard as hell flocka i will suck big dick team slut all day and week month year and century i love big naps d i c k q u a d,1.0,0.0,0.0,1.0,0.0,0.0
1178937094686695424_twitter,<user> <user> have you actually spoken to immigrants about their experience of friendly australians or are you triggered by this statement you will find racism is alive and well here down under if you are not a white european,0.0,0.0,0.0,0.0,0.0,1.0
12582904_gab,hitler made numerous peace offers but uk churchill ignored them did you know that kike puppet,1.0,0.0,1.0,0.0,0.0,0.0
1179077398194769924_twitter,just spent <number> min figuring out exact loc of tea lounge on 7 th ave park slope to map it i will never get these 1 5 min back but mapping a place of my and so many others many boring fine or stellar first dates is worth it dyke gentrification cri tgis dig geog lesbian queer,0.0,0.0,0.0,0.0,0.0,1.0
22168671_gab,life under nigger rule <number>,1.0,1.0,0.0,0.0,0.0,0.0
1178996349385097217_twitter,<user> i am gay for jennie,0.0,0.0,0.0,0.0,0.0,1.0
1178701961442533376_twitter,advocacy manager advocacy manager the norwegian refugee council nrc is a non governmental humanitarian organization with <number> years of experience in helping to create a safer and more dignified life for refugees and internally displaced people nrc advocates for the rights …,0.0,0.0,0.0,0.0,0.0,1.0
1178002675696316417_twitter,i hate ryan murphy as much as ryan murphy hates dykes,0.0,0.0,0.0,0.0,0.0,1.0
1178875874487209984_twitter,are you a homo phone,0.0,0.0,0.0,0.0,0.0,1.0
1178439258756927488_twitter,<number> draft order <number> tigers <number> orioles <number> marlins <number> royals <number> blue jays <number> mariners <number> pirates <number> padres <number> rockies <number> angels <number> white sox <number> reds <number> giants <number> rangers <number> phillies <number> cubs <number> red sox <number> diamondbacks <number> mets <number> brewers <number> cardinals,0.0,0.0,0.0,0.0,0.0,1.0
1179017708467302401_twitter,pity the daily mails richard kay could not devote a double page spread in todays edition to the <number> of young british girls raped by pakistani sex grooming gangs as he has to boris touching ladies legs at the spectator <number> plus years ago thats how the establishment work,1.0,0.0,1.0,0.0,1.0,1.0
24856797_gab,oy vey goy nordic resistance movement has too many white people in it they need a little diversity maybe a few based niggers and some based dune coons they need a few heeb lawyers too,1.0,1.0,1.0,0.0,0.0,0.0
1179064401279639554_twitter,<user> ur cat knows ur gay that why he did not sit,0.0,0.0,0.0,1.0,0.0,1.0
17905144_gab,imagine believing in white privilege as whites are ethnically cleansed in their own countries imagine not knowing why whites must learn to fly not be weighed down by the shitskin undertow by guilt by lies trust in your whiteness,1.0,1.0,1.0,0.0,0.0,1.0
10888163_gab,i have been on <number> since a kenyan moslem became president,1.0,1.0,1.0,0.0,0.0,1.0
8648168_gab,that little snowflake will not handle those big diesel dykes very well actions have consequences snowflake,1.0,0.0,0.0,1.0,0.0,0.0
22369823_gab,disgusting nigger vermin,1.0,1.0,0.0,0.0,0.0,0.0
1178545699199344640_twitter,yo ted mosby was pulling hoes,0.0,0.0,0.0,1.0,0.0,1.0
1185754394920472576_twitter,just realized instagram wasn t notifying me so anyways sorry i drank too much dumb bitch juice today you doing great ms sophia,0.0,0.0,0.0,0.0,0.0,1.0
1106145796200808449_twitter,he like obama but white failed beto campaign slogans,0.0,0.0,0.0,0.0,0.0,1.0
1185324147418812416_twitter,told her she belong to a rich nigga,0.0,0.0,0.0,0.0,0.0,1.0
1187846220179484674_twitter,niggas get a lil bit of pussy,0.0,1.0,0.0,0.0,0.0,1.0
15074528_gab,most deserving since they decided that muzzies make good refugees,1.0,0.0,1.0,0.0,0.0,0.0
1179060076474195970_twitter,people really have the audacity to think i am not funny bitch i am hilarious,0.0,0.0,0.0,1.0,0.0,1.0
1178761536581578758_twitter,it okay to be white auspol,0.0,0.0,0.0,0.0,0.0,1.0
20317538_gab,hey if you want to date a nigger then we want nothing to do with you enjoy your filthy fucking ape whore,1.0,1.0,0.0,1.0,0.0,0.0
1178894468423933952_twitter,how you have done everything to open your mouth faggot stephanie is a genious all you have done these years is attack attack and nobody has put a stop to a faggot shit like you,1.0,0.0,0.0,0.0,0.0,0.0
1178689149869723649_twitter,<user> <user> <user> <user> <user> or if those <number> immigrant girls were raped by their uncle who now lives in a sanctuary city right or if their father sold another sister to trafficking or go on and on,0.0,0.0,0.0,0.0,0.0,1.0
15333251_gab,yep all the moslem cock sucking labour muds out in force talking about inciting religious hatred racial hatred while the videos of moslems show rampant religious hatred of christians racial hatred of whites hate of gays not one word from labour on that cos they rely on moslem votes traitors,1.0,0.0,1.0,0.0,0.0,0.0
1178590458638938112_twitter,<user> not at all the white people in the comments 😭 the islamophobia,0.0,0.0,0.0,0.0,0.0,1.0
11621332_gab,we will keep our way you guys can keep your muzzies and grooming gangs,1.0,0.0,1.0,0.0,0.0,0.0
20645481_gab,they should really hate woman is the nigger of the world john lennon then except according to the elders lennon was a rock star beloved by women in his day,1.0,1.0,0.0,1.0,0.0,0.0
13160999_gab,millions of conservatives already banned on twatter the mudslime owners do not want a repeat of truth dissemination for <number>,1.0,0.0,1.0,0.0,0.0,0.0
18214234_gab,hate to wait around while the moslem kill us hope you wont mind if i dont turn the other cheek,1.0,0.0,1.0,0.0,0.0,0.0
20336013_gab,not like the whale has a choice only a nigger would touch that vile bitch let alone fuck it,1.0,1.0,0.0,1.0,0.0,0.0
1184746612746280961_twitter,joaquin phoenix interpretation is majestic i was moved by him ❤️,0.0,0.0,0.0,0.0,0.0,1.0
1170020663043723265_twitter,feminity to be considered negative by boris is more telling about his attitude to women than cameron and corbyn,0.0,0.0,0.0,0.0,0.0,1.0
13846820_gab,i would love to see someone bitch slap that smug grin off that nigger faggot face,1.0,1.0,0.0,0.0,0.0,0.0
16936242_gab,piss off kike,1.0,1.0,1.0,0.0,0.0,0.0
13869436_gab,cultural appropriation is wrong never support this vile act remember this halloween niggers have no right to participate do not give nigglets candy,1.0,1.0,0.0,0.0,0.0,0.0
14664734_gab,y know what most annoying about this dyke being allowed in the usaf the fact that she can not even get her sleeve length correct a slob and a degenerate,1.0,0.0,0.0,1.0,1.0,0.0
1179102245696262145_twitter,<date> can not wait to start wearing more and going out less like a slut,0.0,0.0,0.0,0.0,0.0,1.0
1179011774403756032_twitter,the dyke wants her kpop boy,0.0,0.0,0.0,0.0,0.0,1.0
14419055_gab,we sent <number> of our american sons to their death on omaha beach we can not take this fucking soros piece of shit out what is wrong with us when did we become chicken shit white liberal feminist queer nigger assholes,1.0,1.0,0.0,1.0,0.0,0.0
1178367147288010754_twitter,should i have been an athlete is this where they are hiding all the niggers,1.0,1.0,0.0,0.0,0.0,0.0
1178338121391443968_twitter,almost four in <number> women in oklahoma have experienced physical violence by an intimate partner in their lifetime the national intimate partner and sexual violence survey,0.0,0.0,0.0,0.0,0.0,1.0
23568042_gab,we need to gas assad all you so called right wingers supporting a muzzie make me laugh,1.0,0.0,1.0,0.0,0.0,0.0
21934219_gab,continues to brag about muting continues to prove my point about him being a kike continues to do the kike thing of projecting mental deficiencies,1.0,0.0,1.0,0.0,0.0,0.0
23580965_gab,you must be removed from earth you gook trash,1.0,0.0,0.0,0.0,0.0,0.0
23593460_gab,amen blacks suspended about <number> times as much as whites sheboons suspended <number> times as much as white girls standard crime pattern mainly due to genes blacks injuns hispanics whites asians,1.0,1.0,0.0,1.0,0.0,0.0
24249892_gab,goatfucker memes feat the king goat fucker himself,1.0,0.0,1.0,0.0,0.0,1.0
7996400_gab,seems like a nigger too from some of the speech patterns one of them rare dindus that can spell a lil bit,1.0,1.0,0.0,0.0,0.0,1.0
1179065366561132544_twitter,ok there was a live action movie of eletra woman and dyna girl so gay,0.0,0.0,0.0,0.0,0.0,1.0
1178875361750405125_twitter,whom st the biggest nut niggers whom st release seminal fluid,1.0,1.0,0.0,0.0,0.0,0.0
12977968_gab,because beaner murder rate is always 5 x whites,1.0,1.0,0.0,0.0,0.0,0.0
1178836649280593921_twitter,between elder harassment displaying zero sense of fear about an almighty creator god by some of today youth is plenty enough reasons to say lord come quickly,0.0,0.0,0.0,0.0,0.0,1.0
1177798518422921218_twitter,<user> this tweet inspired incels to commit violence they call me cuban pete im the king of thew rumba,0.0,0.0,0.0,0.0,0.0,1.0
1178354212574392320_twitter,all the dykes taking all the security guard jobs,1.0,0.0,0.0,1.0,0.0,0.0
1178924352311644160_twitter,i want to be the dyke priest,0.0,0.0,0.0,0.0,0.0,1.0
1179030842372317189_twitter,sometimes i think about zenos made me lesbian person hope they are doing ok,0.0,0.0,0.0,0.0,0.0,1.0
1178857406236745729_twitter,bot still kick ya ass nigga,0.0,1.0,0.0,0.0,0.0,1.0
18481616_gab,snow nigger is a wonderful ephitet for inuit eskimo you really are stupid are not you,1.0,1.0,0.0,0.0,0.0,1.0
1179088963962884096_twitter,<user> donald probably tought he got raped or something,0.0,0.0,0.0,0.0,0.0,1.0
1179062990433333248_twitter,<user> <user> pete like many let us all get along white voters are completely in denial about the amount of fighting it takes to achieve outcomes in fact lets all get along was the deliberate tactic used to doom reconstruction after the civil war exclude blacks from the new deal etc,0.0,0.0,0.0,0.0,0.0,1.0
1179075099569393666_twitter,<user> there is need for awsreness campaign to educate our communities to avoid calling refugees the internally displaced persons i really feel pity when i visit idp camp and colleagues caĺing the idps a refugee a name i was once forced by circumstance and no one choices to berefugee,0.0,0.0,0.0,0.0,0.0,1.0
12065967_gab,rap video of niglets hanging a blond boy it would be a rape video if it had a blond girl in it,1.0,1.0,0.0,0.0,0.0,0.0
13688078_gab,loomer is a disgusting predatory kike with sociopathic tendencies the only help she needs is being assisted while entering a gas chamber,1.0,0.0,1.0,0.0,0.0,0.0
15702025_gab,you mean red pills like it ok to fuck half nigger apes and an ethnostate can not work in america because muh magic dirt that not a red pill cuck faggot that jew bullshit that she been pushing from the beginning if you think that helpful kys,1.0,1.0,1.0,0.0,0.0,0.0
13264549_gab,i guess swallowing gallons of nigger semen will do that to a pasty faced traitor such as he 🤔,1.0,1.0,0.0,0.0,0.0,0.0
26938167_gab,trump should try to impeach the wetback jew justices who performed gay marriages but did not recuse themselves from the gay marriage ruling,1.0,1.0,1.0,0.0,0.0,0.0
10340381_gab,no most white men do not rape <number> year old women that department is saved for your compadre beaners and young black males,1.0,1.0,1.0,1.0,0.0,0.0
